Drug 1,Drug 2,Interaction Description,severity,desc_len
Amitriptyline,Eslicarbazepine acetate,The metabolism of Eslicarbazepine acetate can be decreased when combined with Amitriptyline.,Moderada,92
Venlafaxine,Eslicarbazepine acetate,The metabolism of Eslicarbazepine acetate can be decreased when combined with Venlafaxine.,Moderada,90
Sertraline,Eslicarbazepine acetate,The metabolism of Eslicarbazepine acetate can be decreased when combined with Sertraline.,Moderada,89
Doxepin,Eslicarbazepine acetate,The metabolism of Eslicarbazepine acetate can be decreased when combined with Doxepin.,Moderada,86
Nelfinavir,Eslicarbazepine acetate,The metabolism of Eslicarbazepine acetate can be decreased when combined with Nelfinavir.,Moderada,89
Atomoxetine,Eslicarbazepine acetate,The metabolism of Eslicarbazepine acetate can be decreased when combined with Atomoxetine.,Moderada,90
Rifabutin,Esomeprazole,The metabolism of Esomeprazole can be increased when combined with Rifabutin.,Moderada,77
Phenytoin,Esomeprazole,The metabolism of Esomeprazole can be increased when combined with Phenytoin.,Moderada,77
Rifampicin,Esomeprazole,The serum concentration of Esomeprazole can be decreased when it is combined with Rifampicin.,Moderada,93
Fosphenytoin,Esomeprazole,The metabolism of Esomeprazole can be increased when combined with Fosphenytoin.,Moderada,80
Carbamazepine,Esomeprazole,The metabolism of Esomeprazole can be increased when combined with Carbamazepine.,Moderada,81
Primidone,Esomeprazole,The metabolism of Esomeprazole can be increased when combined with Primidone.,Moderada,77
Phenobarbital,Esomeprazole,The metabolism of Esomeprazole can be increased when combined with Phenobarbital.,Moderada,81
Pentobarbital,Esomeprazole,The metabolism of Esomeprazole can be increased when combined with Pentobarbital.,Moderada,81
Nevirapine,Esomeprazole,The metabolism of Esomeprazole can be increased when combined with Nevirapine.,Moderada,78
Rifapentine,Esomeprazole,The metabolism of Esomeprazole can be increased when combined with Rifapentine.,Moderada,79
Bosentan,Esomeprazole,The serum concentration of Esomeprazole can be decreased when it is combined with Bosentan.,Moderada,91
Lumacaftor,Esomeprazole,The serum concentration of Esomeprazole can be decreased when it is combined with Lumacaftor.,Moderada,93
Metoprolol,Esomeprazole,The metabolism of Esomeprazole can be decreased when combined with Metoprolol.,Moderada,78
Deferasirox,Esomeprazole,The serum concentration of Esomeprazole can be decreased when it is combined with Deferasirox.,Moderada,94
Conivaptan,Esomeprazole,The serum concentration of Esomeprazole can be increased when it is combined with Conivaptan.,Moderada,93
Vemurafenib,Esomeprazole,The serum concentration of Esomeprazole can be decreased when it is combined with Vemurafenib.,Moderada,94
Azelastine,Esomeprazole,The metabolism of Esomeprazole can be decreased when combined with Azelastine.,Moderada,78
Quinine,Esomeprazole,The metabolism of Esomeprazole can be decreased when combined with Quinine.,Moderada,75
Citalopram,Esomeprazole,The serum concentration of Esomeprazole can be increased when it is combined with Citalopram.,Moderada,93
Fluoxetine,Esomeprazole,The metabolism of Esomeprazole can be decreased when combined with Fluoxetine.,Moderada,78
Saquinavir,Esomeprazole,The serum concentration of Esomeprazole can be increased when it is combined with Saquinavir.,Moderada,93
Quetiapine,Esomeprazole,The metabolism of Esomeprazole can be decreased when combined with Quetiapine.,Moderada,78
Thioridazine,Esomeprazole,The metabolism of Esomeprazole can be decreased when combined with Thioridazine.,Moderada,80
Methadone,Esomeprazole,The metabolism of Esomeprazole can be decreased when combined with Methadone.,Moderada,77
Haloperidol,Esomeprazole,The metabolism of Esomeprazole can be decreased when combined with Haloperidol.,Moderada,79
Clozapine,Esomeprazole,The metabolism of Esomeprazole can be decreased when combined with Clozapine.,Moderada,77
Promazine,Esomeprazole,The metabolism of Esomeprazole can be decreased when combined with Promazine.,Moderada,77
Imipramine,Esomeprazole,The metabolism of Esomeprazole can be decreased when combined with Imipramine.,Moderada,78
Clomipramine,Esomeprazole,The metabolism of Esomeprazole can be decreased when combined with Clomipramine.,Moderada,80
Desipramine,Esomeprazole,The metabolism of Esomeprazole can be decreased when combined with Desipramine.,Moderada,79
Amitriptyline,Esomeprazole,The metabolism of Esomeprazole can be decreased when combined with Amitriptyline.,Moderada,81
Sertraline,Esomeprazole,The metabolism of Esomeprazole can be decreased when combined with Sertraline.,Moderada,78
Doxepin,Esomeprazole,The metabolism of Esomeprazole can be decreased when combined with Doxepin.,Moderada,75
Atazanavir,Esomeprazole,Atazanavir can cause a decrease in the absorption of Esomeprazole resulting in a reduced serum concentration and potentially a decrease in efficacy.,Moderada,148
Rifabutin,Sulfadiazine,The metabolism of Sulfadiazine can be increased when combined with Rifabutin.,Moderada,77
Phenytoin,Sulfadiazine,The metabolism of Sulfadiazine can be increased when combined with Phenytoin.,Moderada,77
Rifampicin,Sulfadiazine,The metabolism of Sulfadiazine can be increased when combined with Rifampicin.,Moderada,78
Fosphenytoin,Sulfadiazine,The metabolism of Sulfadiazine can be increased when combined with Fosphenytoin.,Moderada,80
Carbamazepine,Sulfadiazine,The metabolism of Sulfadiazine can be increased when combined with Carbamazepine.,Moderada,81
Primidone,Sulfadiazine,The metabolism of Sulfadiazine can be increased when combined with Primidone.,Moderada,77
Phenobarbital,Sulfadiazine,The metabolism of Sulfadiazine can be increased when combined with Phenobarbital.,Moderada,81
Pentobarbital,Sulfadiazine,The metabolism of Sulfadiazine can be increased when combined with Pentobarbital.,Moderada,81
Nevirapine,Sulfadiazine,The metabolism of Sulfadiazine can be increased when combined with Nevirapine.,Moderada,78
Rifapentine,Sulfadiazine,The metabolism of Sulfadiazine can be increased when combined with Rifapentine.,Moderada,79
Bosentan,Sulfadiazine,The serum concentration of Sulfadiazine can be increased when it is combined with Bosentan.,Moderada,91
Bortezomib,Sulfadiazine,The metabolism of Sulfadiazine can be decreased when combined with Bortezomib.,Moderada,78
Dabrafenib,Sulfadiazine,The serum concentration of Sulfadiazine can be decreased when it is combined with Dabrafenib.,Moderada,93
Deferasirox,Sulfadiazine,The serum concentration of Sulfadiazine can be decreased when it is combined with Deferasirox.,Moderada,94
Conivaptan,Sulfadiazine,The serum concentration of Sulfadiazine can be increased when it is combined with Conivaptan.,Moderada,93
Diltiazem,Sulfadiazine,The metabolism of Sulfadiazine can be decreased when combined with Diltiazem.,Moderada,77
Verapamil,Sulfadiazine,The metabolism of Sulfadiazine can be decreased when combined with Verapamil.,Moderada,77
Vemurafenib,Sulfadiazine,The serum concentration of Sulfadiazine can be decreased when it is combined with Vemurafenib.,Moderada,94
Azelastine,Sulfadiazine,The metabolism of Sulfadiazine can be decreased when combined with Azelastine.,Moderada,78
Sulfisoxazole,Sulfadiazine,The metabolism of Sulfadiazine can be decreased when combined with Sulfisoxazole.,Moderada,81
Quinine,Sulfadiazine,The metabolism of Sulfadiazine can be decreased when combined with Quinine.,Moderada,75
Celecoxib,Sulfadiazine,The metabolism of Sulfadiazine can be decreased when combined with Celecoxib.,Moderada,77
Quinidine,Sulfadiazine,The metabolism of Sulfadiazine can be decreased when combined with Quinidine.,Moderada,77
Fluoxetine,Sulfadiazine,The metabolism of Sulfadiazine can be decreased when combined with Fluoxetine.,Moderada,78
Methadone,Sulfadiazine,The metabolism of Sulfadiazine can be decreased when combined with Methadone.,Moderada,77
Haloperidol,Sulfadiazine,The metabolism of Sulfadiazine can be decreased when combined with Haloperidol.,Moderada,79
Cyclosporine,Sulfadiazine,Cyclosporine may increase the nephrotoxic activities of Sulfadiazine.,Moderada,69
Clozapine,Sulfadiazine,The metabolism of Sulfadiazine can be decreased when combined with Clozapine.,Moderada,77
Promazine,Sulfadiazine,The metabolism of Sulfadiazine can be decreased when combined with Promazine.,Moderada,77
Secobarbital,Sulfadiazine,The metabolism of Sulfadiazine can be increased when combined with Secobarbital.,Moderada,80
Sildenafil,Sulfadiazine,The metabolism of Sulfadiazine can be decreased when combined with Sildenafil.,Moderada,78
Losartan,Sulfadiazine,The metabolism of Sulfadiazine can be decreased when combined with Losartan.,Moderada,76
Amitriptyline,Sulfadiazine,The metabolism of Sulfadiazine can be decreased when combined with Amitriptyline.,Moderada,81
Venlafaxine,Sulfadiazine,The metabolism of Sulfadiazine can be decreased when combined with Venlafaxine.,Moderada,79
Sertraline,Sulfadiazine,The metabolism of Sulfadiazine can be decreased when combined with Sertraline.,Moderada,78
Doxepin,Sulfadiazine,The metabolism of Sulfadiazine can be decreased when combined with Doxepin.,Moderada,75
Rifabutin,Lobeglitazone,The metabolism of Lobeglitazone can be decreased when combined with Rifabutin.,Moderada,78
Phenytoin,Lobeglitazone,The metabolism of Lobeglitazone can be decreased when combined with Phenytoin.,Moderada,78
Rifampicin,Lobeglitazone,The metabolism of Lobeglitazone can be decreased when combined with Rifampicin.,Moderada,79
Fosphenytoin,Lobeglitazone,The metabolism of Lobeglitazone can be decreased when combined with Fosphenytoin.,Moderada,81
Carbamazepine,Lobeglitazone,The metabolism of Lobeglitazone can be decreased when combined with Carbamazepine.,Moderada,82
Primidone,Lobeglitazone,The metabolism of Lobeglitazone can be decreased when combined with Primidone.,Moderada,78
Phenobarbital,Lobeglitazone,The metabolism of Lobeglitazone can be decreased when combined with Phenobarbital.,Moderada,82
Pentobarbital,Lobeglitazone,The metabolism of Lobeglitazone can be decreased when combined with Pentobarbital.,Moderada,82
Nevirapine,Lobeglitazone,The metabolism of Lobeglitazone can be decreased when combined with Nevirapine.,Moderada,79
Bosentan,Lobeglitazone,The serum concentration of Lobeglitazone can be increased when it is combined with Bosentan.,Moderada,92
Rucaparib,Lobeglitazone,The metabolism of Lobeglitazone can be decreased when combined with Rucaparib.,Moderada,78
Bortezomib,Lobeglitazone,The metabolism of Lobeglitazone can be decreased when combined with Bortezomib.,Moderada,79
Betaxolol,Lobeglitazone,The metabolism of Lobeglitazone can be decreased when combined with Betaxolol.,Moderada,78
Metoprolol,Lobeglitazone,The metabolism of Lobeglitazone can be decreased when combined with Metoprolol.,Moderada,79
Diltiazem,Lobeglitazone,The metabolism of Lobeglitazone can be decreased when combined with Diltiazem.,Moderada,78
Verapamil,Lobeglitazone,The metabolism of Lobeglitazone can be decreased when combined with Verapamil.,Moderada,78
Dasatinib,Lobeglitazone,The metabolism of Lobeglitazone can be decreased when combined with Dasatinib.,Moderada,78
Azelastine,Lobeglitazone,The metabolism of Lobeglitazone can be decreased when combined with Azelastine.,Moderada,79
Sulfisoxazole,Lobeglitazone,The metabolism of Lobeglitazone can be decreased when combined with Sulfisoxazole.,Moderada,82
Quinine,Lobeglitazone,The metabolism of Lobeglitazone can be decreased when combined with Quinine.,Moderada,76
Celecoxib,Lobeglitazone,The metabolism of Lobeglitazone can be decreased when combined with Celecoxib.,Moderada,78
Quinidine,Lobeglitazone,The metabolism of Lobeglitazone can be decreased when combined with Quinidine.,Moderada,78
Citalopram,Lobeglitazone,The serum concentration of Lobeglitazone can be increased when it is combined with Citalopram.,Moderada,94
Amiodarone,Lobeglitazone,The metabolism of Lobeglitazone can be decreased when combined with Amiodarone.,Moderada,79
Clarithromycin,Lobeglitazone,The metabolism of Lobeglitazone can be decreased when combined with Clarithromycin.,Moderada,83
Ziprasidone,Lobeglitazone,The metabolism of Lobeglitazone can be decreased when combined with Ziprasidone.,Moderada,80
Fluoxetine,Lobeglitazone,The metabolism of Lobeglitazone can be decreased when combined with Fluoxetine.,Moderada,79
Quetiapine,Lobeglitazone,The metabolism of Lobeglitazone can be decreased when combined with Quetiapine.,Moderada,79
Thioridazine,Lobeglitazone,The metabolism of Lobeglitazone can be decreased when combined with Thioridazine.,Moderada,81
Methadone,Lobeglitazone,The metabolism of Lobeglitazone can be decreased when combined with Methadone.,Moderada,78
Haloperidol,Lobeglitazone,The metabolism of Lobeglitazone can be decreased when combined with Haloperidol.,Moderada,80
Telithromycin,Lobeglitazone,The metabolism of Lobeglitazone can be decreased when combined with Telithromycin.,Moderada,82
Clozapine,Lobeglitazone,The metabolism of Lobeglitazone can be decreased when combined with Clozapine.,Moderada,78
Chlorpromazine,Lobeglitazone,The metabolism of Lobeglitazone can be decreased when combined with Chlorpromazine.,Moderada,83
